ZEIGENFELDER CO.              ,Mira Loma,CA,34.0018,-117.528,Modesto,CA,37.6445,-120.98,39484.3
BONERT'S SLICE OF PIE         ,Mira Loma,CA,34.0018,-117.528,Phoenix,AZ,33.4354,-112.2,25482.0
GALASSOS BAKERY               ,Mira Loma,CA,34.0018,-117.528,Rancho Cucamonga,CA,34.1046,-117.587,30240.0
PATAGONIA FOODS               ,Centralia,WA,46.7284,-122.951,Auburn,WA,47.3037,-122.266,1920.0
APPA FINE FOODS               ,Mira Loma,CA,34.0018,-117.528,Corona,CA,33.9038,-117.602,60.0
SUJA JUICE                    ,Mira Loma,CA,34.0018,-117.528,La Jolla,CA,32.8388,-117.262,28957.5
CAMPOS FOODS LLC              ,Mcdonough,GA,33.455,-84.1721,Shelbyville,TN,35.4707,-86.4597,8249.3
MILLARD REFRIGERATED SVCS-IPC ,Iowa City,IA,41.6499,-91.5202,Victoria,TX,28.8064,-96.9936,42022.4
"LA FOODS, LLC                 ",Iowa City,IA,41.6499,-91.5202,Chula Vista,CA,32.6088,-117.061,31920.0
PREPARED FOODS INC.           ,El Paso,TX,31.9017,-106.418,Aurora,CO,39.7397,-104.809,8520.16
"HARVEST MEAT COMPANY, INC     ",El Paso,TX,31.9017,-106.418,Las Vegas,NV,36.0889,-115.139,124.0
"MIZKAN AMERICAS, INC.         ",Greeley,CO,40.4218,-104.692,Aurora,CO,39.7397,-104.809,5292.0
MI MAMAS                      ,Kansas City,KS,39.0766,-94.7902,Olney,IL,38.7246,-88.0866,1440.0
ATLANTIC TRADING COMPANY      ,Kansas City,KS,39.0766,-94.7902,Olney,IL,38.7246,-88.0866,420.0
US BAKERY - COSTCO            ,Kansas City,KS,39.0766,-94.7902,Morris,IL,41.3706,-88.4075,3840.0
KC STEAKS / NATIONAL BEEF     ,Kansas City,KS,39.0766,-94.7902,Bonner Springs,KS,39.0657,-94.9045,25704.0
SOUTHERN HENS                 ,Jackson,MS,32.2304,-90.1621,Moselle,MS,31.4962,-89.305,15733.5
RUPARI FOOD SERVICES          ,Kansas City,KS,39.0766,-94.7902,Macclenny,FL,30.2677,-82.1246,353.08
"PANARAMA, INC                 ",Kansas City,KS,39.0766,-94.7902,Riverside,CA,33.979,-117.336,686.0
RAYMUNDO FOODS                ,Kansas City,KS,39.0766,-94.7902,Riverside,CA,33.979,-117.336,8445.0
SEABOARD SWEET BABY RAY       ,Kansas City,KS,39.0766,-94.7902,Olney,IL,38.7246,-88.0866,278.25
TRANS-OCEAN                   ,Kansas City,KS,39.0766,-94.7902,Riverside,CA,33.979,-117.336,1879.0
HORIZON SNACK FOODS INC.      ,Kansas City,KS,39.0766,-94.7902,Olney,IL,38.7246,-88.0866,960.0
GREAT LAKES KRAUT  (GLK)      ,Kansas City,KS,39.0766,-94.7902,Brundidge,AL,31.6784,-85.8242,1404.01
"NORTHERN BEEF INDUSTRIES, INC.",El Paso,TX,31.9017,-106.418,Dry Branch,GA,32.7199,-83.4905,42120.0
SECO SPICE-EDWARD OGAZ        ,El Paso,TX,31.9017,-106.418,Beecher,IL,41.3505,-87.6241,26000.0
J & D PRODUCE                 ,El Paso,TX,31.9017,-106.418,El Paso,TX,31.6843,-106.208,51554.0
MIDLAND FOODS                 ,Friona,TX,34.6317,-102.727,La Porte,TX,29.6668,-95.0449,0.0
MILLARD REFRIGERATED SVCS-DIS ,Tremonton,UT,41.6887,-112.223,Billings,MT,45.8252,-108.393,0.0
"ASAT, INC. - CUCUONE          ",Mira Loma,CA,34.0018,-117.528,Sunland,CA,34.2612,-118.319,570.0
REMA FOODS INC - RAVIOLI      ,Mira Loma,CA,34.0018,-117.528,Reno,NV,39.6598,-119.879,453.0
CHINO VALLEY DAIRY            ,Mira Loma,CA,34.0018,-117.528,East Rutherford,NJ,40.8302,-74.0971,42861.0
CREMES UNLIMITED              ,Mcdonough,GA,33.455,-84.1721,Miami,FL,25.852,-80.2057,4779.76
WINDSOR FOODS                 ,Fort Worth,TX,32.7984,-97.354,Bedford,TX,32.8312,-97.1459,456.0
ADVANCED COMMODITIES INC      ,Sunnyvale,TX,32.8036,-96.5696,Bartlett,IL,41.9775,-88.1726,42430.0
PROSPERITY ORGANIC FOODS      ,Sunnyvale,TX,32.8036,-96.5696,Cleburne,TX,32.3509,-97.4103,161.25
HORMEL FOODS CORPORATION      ,Des Moines,IA,41.6376,-93.6164,Portland,OR,45.5395,-122.505,0.0
DELIZZA INC / POPPIES         ,Mcdonough,GA,33.455,-84.1721,Atlanta,GA,33.6154,-84.4903,6180.0
LEPRINO FOODS COMPANY         ,Mira Loma,CA,34.0018,-117.528,Boonville,IN,38.0573,-87.2658,8736.0
"FLATOUT, INC.                 ",Mcdonough,GA,33.455,-84.1721,Atlanta,GA,33.7529,-84.3901,1503.6
"AQUAMAR, INC                  ",Kansas City,KS,39.0766,-94.7902,Monroe,GA,33.786,-83.699,968.0
LAMEX                         ,Statesville,NC,35.8406,-80.8799,Salem,VA,37.2888,-80.0782,59449.4
JM SMUCKERS DISTRESSED        ,Mira Loma,CA,34.0018,-117.528,Riverside,CA,33.9263,-117.409,12433.1
TRIDENT SEAFOODS CORPORATION  ,Sunnyvale,TX,32.8036,-96.5696,Roanoke,TX,33.0002,-97.2187,1330.0
DAIRY FARMERS OF AMERICA      ,Sunnyvale,TX,32.8036,-96.5696,Mexico,MO,39.1793,-91.884,42422.9
None,Sunnyvale,TX,32.8036,-96.5696,Mexico,MO,39.1793,-91.884,42422.9
LAWRENCE WHOLESALE            ,Sunnyvale,TX,32.8036,-96.5696,Houston,TX,29.921,-95.4956,19840.0
LA FOODS LLC                  ,Geneva,IL,41.8857,-88.3196,Freeport,IL,42.3009,-89.6321,17000.0
YOGEN FRUZ                    ,Mira Loma,CA,34.0018,-117.528,Caguas,PR,18.2339,-66.045,41099.5
SAVE-A-LOT                    ,Mira Loma,CA,34.0018,-117.528,Springville,UT,40.1682,-111.596,1300.0
THE KROGER CO                 ,Mcdonough,GA,33.455,-84.1721,Atlanta,GA,33.7295,-84.3409,7041.16
FARMLAND FOODS - COOKS        ,Kansas City,KS,39.0766,-94.7902,East Dubuque,IL,42.484,-90.5894,39064.5
RIVIANA FOODS / EBRO NA       ,Kansas City,KS,39.0766,-94.7902,Monroe,GA,33.8574,-83.719,272.0
"SAPUTO CHEESE, USA            ",Mcdonough,GA,33.455,-84.1721,Kennesaw,GA,34.0389,-84.5971,39658.5
HILARYS EAT WELL              ,Kansas City,KS,39.0766,-94.7902,Lake City,FL,30.2161,-82.6396,1670.34
BUENA VISTA FOODS             ,Mira Loma,CA,34.0018,-117.528,March Air Force Base,CA,33.8911,-117.273,4240.0
BEAUMONT FINE FOODS LTD.      ,Kansas City,KS,39.0766,-94.7902,Olney,IL,38.7246,-88.0866,825.0
SEABOARD GUYMON               ,Kansas City,KS,39.0766,-94.7902,Wilmington,CA,33.784,-118.259,56294.2
BIG BOBS ITALIAN ICE          ,Kansas City,KS,39.0766,-94.7902,Shawnee Mission,KS,39.0231,-94.6666,450.0
GET CARRIED AWAY              ,Mcdonough,GA,33.455,-84.1721,Deerfield Beach,FL,26.3098,-80.1455,573.3
FARMLAND FOODS                ,Lincoln,NE,40.8556,-96.713,Tillamook,OR,45.4591,-123.804,0.0
APPLE & EVE LLC               ,Kansas City,KS,39.0766,-94.7902,Tacoma,WA,47.2422,-122.359,3250.0
PILGRIM'S PRIDE               ,Manteca,CA,37.8128,-121.214,Los Angeles,CA,34.0002,-118.226,34280.0
"TYSON FOODS, INC.             ",Attalla,AL,34.0433,-86.089,Jacksonville,FL,30.336,-81.7251,10550.0
SEABOARD FOODS                ,Des Moines,IA,41.6376,-93.6164,Frontenac,KS,37.4558,-94.6909,40532.0
SFGTRUST                      ,Mira Loma,CA,34.0018,-117.528,March Air Force Base,CA,33.8911,-117.273,1400.0
MILLARD TRANSPORTATION SERVIC ,Mira Loma,CA,34.0018,-117.528,Los Angeles,CA,34.0293,-118.242,50.0
CARGILL MEAT SOLUTIONS        ,Mcdonough,GA,33.455,-84.1721,Vineland,NJ,39.4923,-75.0189,40800.0
MR FUNDRAISING COMPANY        ,Mcdonough,GA,33.455,-84.1721,Cumming,GA,34.2354,-84.1744,4537.5
"HARVEST FOOD GROUP, INC.      ",Mcdonough,GA,33.455,-84.1721,Atlanta,GA,33.6154,-84.4903,15708.0
"MAXI CANADA, INC.             ",Mcdonough,GA,33.455,-84.1721,Salisbury,NC,35.6144,-80.4312,6000.0
"MEHER IMPEX, INC              ",Mcdonough,GA,33.455,-84.1721,Tucker,GA,33.8539,-84.2204,1301.31
RAINMAKER                     ,Kansas City,KS,39.0766,-94.7902,Loretto,PA,40.5068,-78.63,4800.0
PICTSWEET COMPANY             ,Mcdonough,GA,33.455,-84.1721,Norcross,GA,33.9408,-84.2062,13975.0
RICH PRODUCTS QC AGED         ,Mcdonough,GA,33.455,-84.1721,Saint Simons Island,GA,31.1765,-81.3802,1844.47
TAURUS FOODS                  ,Mcdonough,GA,33.455,-84.1721,Carefree,AZ,33.2765,-112.187,40500.0
GREENWOOD ASSOCIATES INC      ,Mcdonough,GA,33.455,-84.1721,Rockmart,GA,33.9875,-85.0551,270.0
CONAGRA FOODS - LAMB WESTON   ,Kansas City,KS,39.0766,-94.7902,Dolton,IL,41.6268,-87.5986,35651.0
SFG TRUST                     ,Mcdonough,GA,33.455,-84.1721,Statesboro,GA,32.447,-81.7777,1400.0
THE HILLSHIRE BRANDS COMPANY  ,Mcdonough,GA,33.455,-84.1721,Macon,GA,32.7306,-83.6793,38419.8
MAMMA CHIA                    ,Mira Loma,CA,34.0018,-117.528,Laredo,TX,27.6488,-99.5337,981.2
PORKY PRODUCT                 ,Kansas City,KS,39.0766,-94.7902,Wilmington,CA,33.784,-118.259,41242.6
AQUAMAR                       ,Mira Loma,CA,34.0018,-117.528,Warsaw,VA,37.9579,-76.7572,40000.0
INTERNATIONAL PROD. IMPEX CORP,Mira Loma,CA,34.0018,-117.528,Los Angeles,CA,34.0002,-118.226,4572.0
AMERICAN SEAFOODS             ,Mira Loma,CA,34.0018,-117.528,Bellingham,WA,48.8148,-121.989,27432.8
"GREEN BELLIES HOLDINGS, INC.  ",Mira Loma,CA,34.0018,-117.528,Anaheim,CA,33.8448,-117.954,1547.8
FROOVIE ORGANICS              ,Manteca,CA,37.8128,-121.214,Emeryville,CA,37.8347,-122.283,11955.0
JNS FOODS                     ,Kansas City,KS,39.0766,-94.7902,Forest Park,IL,41.8713,-87.8123,42240.0
FRESH BLENDZ                  ,Mira Loma,CA,34.0018,-117.528,Haines City,FL,28.1015,-81.6235,11616.0
EVOLUTION FRESH               ,Mira Loma,CA,34.0018,-117.528,Rancho Santa Margarita,CA,33.64,-117.604,42940.0
DEL MONTE FRESH PRODUCE NA INC,Mira Loma,CA,34.0018,-117.528,Corona,CA,33.9038,-117.602,39600.0
THE PERFECT BITE CO.          ,Mira Loma,CA,34.0018,-117.528,Glendale,CA,34.1528,-118.266,290.0
CARGILL                       ,Jackson,MS,32.2304,-90.1621,Memphis,TN,35.0168,-89.847,10205.4
GOOD FOODS                    ,Kansas City,KS,39.0766,-94.7902,Riverside,CA,33.979,-117.336,561.15
TEMPERATSURE                  ,Mira Loma,CA,34.0018,-117.528,Reno,NV,39.4999,-119.775,11581.0
OMG BLENDS                    ,Mira Loma,CA,34.0018,-117.528,Van Nuys,CA,34.2015,-118.494,971.5
MILE HI SPECIALTY FOODS       ,Kansas City,KS,39.0766,-94.7902,Shawnee Mission,KS,39.0296,-94.8484,19916.0
FOSTER FARMS                  ,Jackson,MS,32.2304,-90.1621,Livingston,CA,37.3802,-120.726,5970.0
CH ROBINSON/ FOOD SOURCE V    ,Manteca,CA,37.8128,-121.214,Merced,CA,37.1869,-120.65,6018.56
"CONAGRA FOODS, INC.           ",Manteca,CA,37.8128,-121.214,Sumner,WA,47.1964,-122.189,0.0
ZEN BAKERY /PIN & ASSOCIATES  ,Manteca,CA,37.8128,-121.214,Manteca,CA,37.7823,-121.236,3899.83
BERKELEY FARMS                ,Manteca,CA,37.8128,-121.214,Berkeley,CA,37.87,-122.298,173.69
MAVERICK BRANDS               ,Manteca,CA,37.8128,-121.214,Lathrop,CA,37.8169,-121.285,42048.0
"CARGILL, INC.                 ",Manteca,CA,37.8128,-121.214,Earlimart,CA,35.8737,-119.264,0.0
DOLE FOODS - WIP STOCKTON     ,Manteca,CA,37.8128,-121.214,Atwater,CA,37.3512,-120.606,438.04
DOLE FOODS-WIP                ,Manteca,CA,37.8128,-121.214,Atwater,CA,37.3512,-120.606,38640.0
FOSTER DAIRY FARMS            ,Manteca,CA,37.8128,-121.214,Fortuna,CA,40.5835,-124.144,40.0
INABATA AMERICA CORP.         ,Manteca,CA,37.8128,-121.214,Rogers,AR,36.372,-94.1156,1680.0
"DOLE PCKGD FOODS, LLC         ",Manteca,CA,37.8128,-121.214,Menomonee Falls,WI,43.1512,-88.1103,12375.0
WHITE OAK FROZEN FOODS        ,Manteca,CA,37.8128,-121.214,Morrow,GA,33.5878,-84.3301,5040.0
SUPER STORE INDUSTRIES        ,Manteca,CA,37.8128,-121.214,Lathrop,CA,37.8169,-121.285,15500.0
"KD RESOURCE GROUP, LLC.       ",Manteca,CA,37.8128,-121.214,San Francisco,CA,37.7328,-122.393,43050.0
"BOTANICAL FOOD COMPANY, INC.  ",Manteca,CA,37.8128,-121.214,Ephrata,PA,40.175,-76.1762,3335.38
"FLAVORMINE, INC.              ",Mira Loma,CA,34.0018,-117.528,Boston,MA,42.3783,-71.0255,501.5
OMAHA STEAKS INTERNAT(2030)   ,Omaha,NE,41.2046,-96.1211,Omaha,NE,41.1759,-96.1339,10619.5
ANNIE'S FROZEN YOGURT (236)   ,Omaha,NE,41.2046,-96.1211,Minneapolis,MN,44.876,-93.3702,281.19
"RABE'S QUALITY MEAT, INC(6812)",Omaha,NE,41.2046,-96.1211,Elkridge,MD,39.1971,-76.7518,26533.1
"TYSON FOODS, INC.(4972)       ",Omaha,NE,41.2046,-96.1211,Waterloo,IA,42.4698,-92.3095,40380.0
AMERIFIT NUTRITION (5781)     ,Omaha,NE,41.2046,-96.1211,San Francisco,CA,37.7631,-122.459,15.97
SKYLARK MEATS(7388)           ,Omaha,NE,41.2046,-96.1211,Southaven,MS,34.9685,-89.9979,22422.5
RICH PRODUCTS CORP (6908)     ,Omaha,NE,41.2046,-96.1211,Buffalo,NY,42.7684,-78.8871,883.865
JOHN MORRELL/CURLY'S FDS(1176#,Omaha,NE,41.2046,-96.1211,Solon,OH,41.3884,-81.4436,43263.2
LINEAGE-WEST OMAHA (4969)     ,Omaha,NE,41.2046,-96.1211,Omaha,NE,41.2352,-96.1151,524.92
JOHN MORRELL/PROC MEATS(5074) ,Omaha,NE,41.2046,-96.1211,Sioux Falls,SD,43.6746,-96.7913,40940.0
FREMONT BEEF CO. (2312)       ,Omaha,NE,41.2052,-95.9554,Ames,IA,42.0293,-93.6097,37200.0
WHITECAP INTERNATIONAL SEAFOOD,Kansas City,KS,39.0766,-94.7902,Frisco,TX,33.2251,-96.6386,38258.0
TR TOPPERS                    ,Mira Loma,CA,34.0018,-117.528,Los Angeles,CA,34.0002,-118.226,30.0
SIGNATURE FOODS               ,Mira Loma,CA,34.0018,-117.528,Corona,CA,33.9038,-117.602,10.0
SAVE MART/FOOD MAXX           ,Manteca,CA,37.8128,-121.214,Vallejo,CA,38.1521,-122.251,829.48
ULTRA TRADING INTERNATIONAL   ,El Paso,TX,31.9017,-106.418,Los Angeles,CA,34.0002,-118.226,33660.0
LITTLE DUCK ORGANICS          ,Manteca,CA,37.8128,-121.214,Portland,OR,45.5395,-122.505,8000.0
CARGILL FINANCIAL SERVICE CTR ,Kansas City,KS,39.0766,-94.7902,Fort Worth,TX,32.6303,-97.271,16500.4
"GARDEN PROTEIN INT'L, INC     ",Mira Loma,CA,34.0018,-117.528,Sumner,WA,47.1964,-122.189,2034.0
CARGILL MEAT SOLUTIONS CORP   ,Iowa City,IA,41.6499,-91.5202,Frisco,TX,33.1438,-96.8394,27368.0
"J.M. SWANK COMPANY, INC.      ",Iowa City,IA,41.6499,-91.5202,Rogers,AR,36.372,-94.1156,32.0
SCOTTS BROTHERS DAIRY         ,Kansas City,KS,39.0766,-94.7902,Garland,TX,32.9206,-96.6264,20865.0
"TYSON FRESH MEATS, INC.(3423) ",Omaha,NE,41.2052,-95.9554,Lexington,NE,40.786,-99.7424,72.7
PAPETTI'S OF IOWA (6033)      ,Omaha,NE,41.2052,-95.9554,Bellevue,NE,41.1468,-95.908,15840.0
OAKLAND FOODS (5640)          ,Omaha,NE,41.2052,-95.9554,Oakland,IA,41.3206,-95.3975,27300.0
ARMOUR-ECKRICH MEATS (1048)   ,Omaha,NE,41.2052,-95.9554,Lisle,IL,41.7891,-88.0854,13780.0
OMAHA STEAKS INT'L (5783)     ,Omaha,NE,41.2052,-95.9554,Omaha,NE,41.1759,-96.1339,34607.4
PLUMROSE USA(6188)            ,Omaha,NE,41.2052,-95.9554,Council Bluffs,IA,41.2516,-95.8745,29106.0
MEYER NATURAL FOODS(4910)     ,Omaha,NE,41.2052,-95.9554,Hyattsville,MD,38.9201,-76.889,17117.0
MILLARD REFRIGERATED-KANSAS CT,Kansas City,KS,39.0766,-94.7902,Kansas City,KS,39.1059,-94.6133,2.0
"JASON FOODS, INC. (3670)      ",Omaha,NE,41.2052,-95.9554,Junction City,KS,39.0159,-96.8365,41419.5
"SAW MILL HOLLOW, INC. (7259)  ",Omaha,NE,41.2052,-95.9554,Missouri Valley,IA,41.5579,-95.9065,140.0
PRINCIPAL DISTRIBUTION(6250)  ,Omaha,NE,41.2052,-95.9554,Fairfield,OH,39.3304,-84.5528,2160.0
SKYLARK MEATS (7388)          ,Omaha,NE,41.2052,-95.9554,Sterling,IL,41.8138,-89.7054,20916.0
"TYSON  FOODS, INC-TEW (3426)  ",Omaha,NE,41.2052,-95.9554,Mount Sterling,KY,38.0612,-83.9296,41114.0
PARKER INTERNATIONAL (6038)   ,Omaha,NE,41.2052,-95.9554,Carson,CA,33.8238,-118.267,110894.0
EXCEL CORP INT'L (FSC)(1987)  ,Omaha,NE,41.2052,-95.9554,Madison,AL,34.7151,-86.7396,41979.6
TRIPLE A BRAND MEAT CO. (7887),Omaha,NE,41.2052,-95.9554,Council Bluffs,IA,41.2516,-95.8745,1550.0
CHEF'S CLASSIC FINE FOODS(896),Omaha,NE,41.2052,-95.9554,Omaha,NE,41.2038,-96.1786,393.84
"NEBRASKA BEEF,INC.(5251)      ",Omaha,NE,41.2052,-95.9554,La Porte,TX,29.6668,-95.0449,41750.9
JOHN MORRELL/PROC.MEATS(5074  ,Omaha,NE,41.2052,-95.9554,Sioux Falls,SD,43.6746,-96.7913,6292.0
PAPILLION-LAVISTA SCHOOLS(6030,Omaha,NE,41.2052,-95.9554,Papillion,NE,41.1519,-96.0448,8807.79
GREATER OMAHA PACKING CO (2623,Omaha,NE,41.2052,-95.9554,Minneapolis,MN,44.9634,-93.2618,41984.7
"WILKINSON FOODS INT'L, LTD8793",Omaha,NE,41.2052,-95.9554,Seattle,WA,47.5787,-122.334,104544.0
COLORADO FOOD PROD. (1027     ,Omaha,NE,41.2052,-95.9554,Omaha,NE,41.203,-96.0501,815.43
SARA LEE BAKERY/BIMBO (7239   ,Omaha,NE,41.2052,-95.9554,Bellevue,NE,41.1468,-95.908,15840.0
"HARVEST MEAT COMPANY, INC2886 ",Omaha,NE,41.2052,-95.9554,Plano,TX,33.0289,-96.681,48.32
ADDISON FOODS (70)            ,Omaha,NE,41.2052,-95.9554,Nashville,TN,36.1409,-86.7444,42525.0
CONAGRA FOODS EBS AP(1042)    ,Omaha,NE,41.2052,-95.9554,Marshall,MO,39.1052,-93.1878,600.0
COLORADO PREMIUM FOODS (1013) ,Omaha,NE,41.2052,-95.9554,Harmony,PA,40.8215,-80.1303,39692.4
CARGILL (863)                 ,Omaha,NE,41.2052,-95.9554,Arlington,NE,41.475,-96.3445,4960.0
"MIDLAND FOODS, INC. (4925)    ",Omaha,NE,41.2052,-95.9554,Englewood,CO,39.6104,-104.881,43090.0
LOCAL & WESTERN OF TX (4620)  ,Omaha,NE,41.2052,-95.9554,Fort Madison,IA,40.6377,-91.3387,41052.0
JOHN SOULES FOODS - RAW       ,Sunnyvale,TX,32.8036,-96.5696,Tyler,TX,32.4566,-95.3316,0.0
"DAY-LEE FOODS, INC. (1235)    ",Omaha,NE,41.2052,-95.9554,Oakland,CA,37.8064,-122.289,108990.0
PRAIRIE GOLD FOODS (6255)     ,Omaha,NE,41.2052,-95.9554,West Des Moines,IA,41.5812,-93.7829,347.4
"ORLEANS INTERNATIONAL, INC.   ",Sunnyvale,TX,32.8036,-96.5696,Springdale,AR,36.1824,-94.1082,82500.0
"SOUTHEASTERN SALES, INC.      ",Sunnyvale,TX,32.8036,-96.5696,Hixson,TN,35.168,-85.2116,13256.7
"K1 INTERNATIONAL, LLCD        ",Grand Island,NE,40.9169,-98.3875,Maspeth,NY,40.7241,-73.9027,42233.8
BELIEVE PRODUCTIONS (447)     ,Omaha,NE,41.2052,-95.9554,Englewood,CO,39.5795,-104.883,1750.0
SHAMROCK MEATS                ,Sunnyvale,TX,32.8036,-96.5696,Maple Heights,OH,41.4127,-81.5607,82500.0
" COOK'S HAMS, INC.            ",Grand Island,NE,40.9169,-98.3875,Tempe,AZ,33.3941,-111.929,0.0
PRIME INTERNATIONAL  LLC      ,Grand Island,NE,40.9169,-98.3875,East Saint Louis,IL,38.5644,-90.1628,41976.4
JASON'S FOODS INC.            ,Grand Island,NE,40.9169,-98.3875,Milwaukee,WI,42.9855,-87.9,41976.4
MIDLAND FOODS CO INC.         ,Grand Island,NE,40.9169,-98.3875,Chandler,MN,43.8971,-95.9585,41976.4
TYSON (LEXINGTON) -LISA MICKEY,Grand Island,NE,40.9169,-98.3875,Miami,FL,25.852,-80.2057,41712.0
